********************
Train and test 60-40% split with test_fold official
File number in train dataset: 539
********************
Extracting individual breathing cycles..
[Preprocessed train dataset information]
total number of audio data: 4142
Class 0 (normal) : 2063 (49.8%)
Class 1 (crackle): 1215 (29.3%)
Class 2 (wheeze) : 501  (12.1%)
Class 3 (both)   : 363  (8.8%)
********************
Train and test 60-40% split with test_fold official
File number in test dataset: 381
********************
Extracting individual breathing cycles..
[Preprocessed test dataset information]
total number of audio data: 2756
Class 0 (normal) : 1579 (57.3%)
Class 1 (crackle): 649  (23.5%)
Class 2 (wheeze) : 385  (14.0%)
Class 3 (both)   : 143  (5.2%)
---------------AST Model Summary---------------
ImageNet pretraining: True, AudioSet pretraining: True
frequncey stride=10, time stride=10
number of patches=948
********************
Training for 50 epochs on icbhi dataset
Train: [1][10/517]	BT 0.225 (4.340)	DT 0.028 (0.276)	loss 1.848 (1.648)	Acc@1 37.500 (26.250)
Train: [11][300/517]	BT 0.233 (0.240)	DT 0.029 (0.036)	loss 0.833 (0.353)	Acc@1 75.000 (87.333)
Train: [11][310/517]	BT 0.232 (0.240)	DT 0.029 (0.036)	loss 0.033 (0.352)	Acc@1 100.000 (87.339)
Train: [11][320/517]	BT 0.235 (0.240)	DT 0.030 (0.036)	loss 0.343 (0.348)	Acc@1 75.000 (87.305)
Train: [11][330/517]	BT 0.232 (0.240)	DT 0.029 (0.036)	loss 0.170 (0.344)	Acc@1 100.000 (87.500)
Train: [11][340/517]	BT 0.233 (0.240)	DT 0.029 (0.036)	loss 0.121 (0.345)	Acc@1 100.000 (87.537)
Train: [11][350/517]	BT 0.231 (0.239)	DT 0.028 (0.035)	loss 0.220 (0.347)	Acc@1 87.500 (87.464)
Train: [11][360/517]	BT 0.231 (0.239)	DT 0.028 (0.035)	loss 0.081 (0.343)	Acc@1 100.000 (87.535)
Train: [11][370/517]	BT 0.233 (0.239)	DT 0.030 (0.035)	loss 0.261 (0.348)	Acc@1 87.500 (87.466)
Train: [11][380/517]	BT 0.237 (0.239)	DT 0.033 (0.035)	loss 0.341 (0.349)	Acc@1 87.500 (87.368)
Train: [11][390/517]	BT 0.232 (0.239)	DT 0.029 (0.035)	loss 0.156 (0.348)	Acc@1 75.000 (87.244)
Train: [11][400/517]	BT 0.235 (0.239)	DT 0.030 (0.035)	loss 0.692 (0.349)	Acc@1 87.500 (87.250)
Train: [11][410/517]	BT 0.233 (0.238)	DT 0.029 (0.034)	loss 0.941 (0.357)	Acc@1 50.000 (87.134)
Train: [11][420/517]	BT 0.233 (0.238)	DT 0.029 (0.034)	loss 0.511 (0.357)	Acc@1 87.500 (87.083)
Train: [11][430/517]	BT 0.232 (0.238)	DT 0.029 (0.034)	loss 0.043 (0.359)	Acc@1 100.000 (87.006)
Train: [11][440/517]	BT 0.233 (0.238)	DT 0.029 (0.034)	loss 0.567 (0.359)	Acc@1 62.500 (86.903)
Train: [11][450/517]	BT 0.236 (0.238)	DT 0.031 (0.034)	loss 0.075 (0.360)	Acc@1 100.000 (86.944)
Train: [11][460/517]	BT 0.233 (0.238)	DT 0.029 (0.034)	loss 0.102 (0.358)	Acc@1 87.500 (86.848)
Train: [11][470/517]	BT 0.232 (0.238)	DT 0.029 (0.034)	loss 0.964 (0.359)	Acc@1 62.500 (86.676)
Train: [11][480/517]	BT 0.248 (0.238)	DT 0.044 (0.034)	loss 0.765 (0.362)	Acc@1 75.000 (86.667)
Train: [11][490/517]	BT 0.233 (0.238)	DT 0.029 (0.034)	loss 0.276 (0.363)	Acc@1 87.500 (86.582)
Train: [11][500/517]	BT 0.243 (0.238)	DT 0.039 (0.034)	loss 0.154 (0.359)	Acc@1 87.500 (86.675)
Train: [11][510/517]	BT 0.233 (0.238)	DT 0.028 (0.034)	loss 0.256 (0.361)	Acc@1 87.500 (86.642)
Train epoch 11, total time 123.08, accuracy:86.73
 * S_p: 60.29, S_e: 51.32, Score: 55.80 (Best S_p: 71.50, S_e: 45.79, Score: 58.65)
 * Acc@1 56.46
Train: [12][10/517]	BT 0.231 (0.405)	DT 0.029 (0.201)	loss 0.191 (0.247)	Acc@1 87.500 (88.750)
Train: [12][20/517]	BT 0.233 (0.318)	DT 0.031 (0.115)	loss 0.046 (0.251)	Acc@1 100.000 (90.000)
Train: [12][30/517]	BT 0.234 (0.290)	DT 0.030 (0.086)	loss 0.296 (0.377)	Acc@1 75.000 (89.583)
Train: [12][40/517]	BT 0.231 (0.275)	DT 0.029 (0.072)	loss 0.409 (0.381)	Acc@1 75.000 (88.438)
Train: [12][50/517]	BT 0.232 (0.267)	DT 0.028 (0.064)	loss 0.343 (0.370)	Acc@1 87.500 (88.750)
Train: [12][60/517]	BT 0.231 (0.261)	DT 0.029 (0.058)	loss 0.096 (0.356)	Acc@1 100.000 (88.333)
Train: [12][70/517]	BT 0.232 (0.257)	DT 0.029 (0.054)	loss 0.011 (0.340)	Acc@1 100.000 (88.571)
Train: [12][80/517]	BT 0.233 (0.254)	DT 0.030 (0.051)	loss 0.287 (0.333)	Acc@1 87.500 (87.969)
Train: [12][90/517]	BT 0.232 (0.251)	DT 0.029 (0.048)	loss 0.327 (0.322)	Acc@1 87.500 (87.639)
Train: [12][100/517]	BT 0.233 (0.249)	DT 0.030 (0.046)	loss 0.191 (0.321)	Acc@1 87.500 (87.375)
Train: [12][110/517]	BT 0.231 (0.248)	DT 0.028 (0.045)	loss 0.302 (0.328)	Acc@1 62.500 (87.273)
Train: [12][120/517]	BT 0.231 (0.247)	DT 0.028 (0.043)	loss 0.351 (0.323)	Acc@1 75.000 (87.292)
Train: [12][130/517]	BT 0.233 (0.245)	DT 0.028 (0.042)	loss 0.566 (0.327)	Acc@1 62.500 (87.019)
Train: [12][140/517]	BT 0.233 (0.244)	DT 0.030 (0.041)	loss 0.157 (0.336)	Acc@1 100.000 (87.232)
Train: [12][150/517]	BT 0.232 (0.244)	DT 0.029 (0.040)	loss 0.194 (0.336)	Acc@1 100.000 (87.167)
Train: [12][160/517]	BT 0.232 (0.243)	DT 0.029 (0.040)	loss 0.400 (0.330)	Acc@1 87.500 (87.188)
Train: [12][170/517]	BT 0.231 (0.242)	DT 0.029 (0.039)	loss 0.297 (0.331)	Acc@1 87.500 (87.279)
Train: [12][180/517]	BT 0.232 (0.242)	DT 0.029 (0.039)	loss 0.276 (0.326)	Acc@1 87.500 (87.639)
Train: [12][190/517]	BT 0.231 (0.241)	DT 0.028 (0.038)	loss 0.217 (0.321)	Acc@1 100.000 (87.763)
Train: [12][200/517]	BT 0.231 (0.241)	DT 0.028 (0.038)	loss 0.185 (0.314)	Acc@1 100.000 (88.062)
Train: [12][210/517]	BT 0.231 (0.240)	DT 0.028 (0.037)	loss 0.179 (0.316)	Acc@1 100.000 (88.155)
Train: [12][220/517]	BT 0.231 (0.240)	DT 0.028 (0.037)	loss 0.098 (0.322)	Acc@1 100.000 (87.784)
Train: [12][230/517]	BT 0.233 (0.239)	DT 0.029 (0.036)	loss 0.825 (0.324)	Acc@1 75.000 (87.989)
Train: [12][240/517]	BT 0.231 (0.239)	DT 0.029 (0.036)	loss 0.363 (0.319)	Acc@1 87.500 (88.177)
Train: [12][250/517]	BT 0.231 (0.239)	DT 0.029 (0.036)	loss 0.883 (0.321)	Acc@1 75.000 (88.200)
Train: [12][260/517]	BT 0.233 (0.239)	DT 0.029 (0.036)	loss 0.268 (0.317)	Acc@1 87.500 (88.125)
Train: [12][270/517]	BT 0.229 (0.238)	DT 0.028 (0.035)	loss 0.200 (0.315)	Acc@1 75.000 (88.194)
Train: [12][280/517]	BT 0.233 (0.238)	DT 0.031 (0.035)	loss 0.451 (0.311)	Acc@1 87.500 (88.259)
Train: [12][290/517]	BT 0.229 (0.238)	DT 0.028 (0.035)	loss 0.120 (0.305)	Acc@1 100.000 (88.578)
Train: [12][300/517]	BT 0.229 (0.238)	DT 0.028 (0.035)	loss 0.292 (0.304)	Acc@1 87.500 (88.667)
Train: [12][310/517]	BT 0.231 (0.237)	DT 0.029 (0.034)	loss 1.244 (0.306)	Acc@1 87.500 (88.589)
Train: [12][320/517]	BT 0.231 (0.237)	DT 0.028 (0.034)	loss 0.949 (0.306)	Acc@1 87.500 (88.555)
Train: [12][330/517]	BT 0.230 (0.237)	DT 0.029 (0.034)	loss 0.346 (0.308)	Acc@1 87.500 (88.447)
Train: [12][340/517]	BT 0.233 (0.237)	DT 0.031 (0.034)	loss 0.807 (0.309)	Acc@1 50.000 (88.272)
Train: [12][350/517]	BT 0.230 (0.237)	DT 0.028 (0.034)	loss 0.053 (0.308)	Acc@1 100.000 (88.250)
Train: [12][360/517]	BT 0.232 (0.236)	DT 0.029 (0.034)	loss 0.656 (0.314)	Acc@1 75.000 (88.021)
Train: [12][370/517]	BT 0.230 (0.236)	DT 0.028 (0.033)	loss 0.657 (0.320)	Acc@1 62.500 (87.838)
Train: [12][380/517]	BT 0.231 (0.236)	DT 0.028 (0.033)	loss 0.238 (0.322)	Acc@1 75.000 (87.599)
Train: [12][390/517]	BT 0.231 (0.236)	DT 0.028 (0.033)	loss 0.258 (0.330)	Acc@1 87.500 (87.404)
Train: [12][400/517]	BT 0.232 (0.236)	DT 0.028 (0.033)	loss 0.218 (0.335)	Acc@1 100.000 (87.375)
Train: [12][410/517]	BT 0.232 (0.236)	DT 0.029 (0.033)	loss 0.626 (0.335)	Acc@1 87.500 (87.348)
Train: [12][420/517]	BT 0.231 (0.236)	DT 0.028 (0.033)	loss 0.204 (0.332)	Acc@1 87.500 (87.470)
Train: [12][430/517]	BT 0.230 (0.235)	DT 0.029 (0.033)	loss 0.236 (0.331)	Acc@1 100.000 (87.384)
Train: [12][440/517]	BT 0.232 (0.235)	DT 0.029 (0.033)	loss 0.507 (0.334)	Acc@1 87.500 (87.472)
Train: [12][450/517]	BT 0.230 (0.235)	DT 0.028 (0.033)	loss 0.212 (0.336)	Acc@1 100.000 (87.333)
Train: [12][460/517]	BT 0.231 (0.235)	DT 0.028 (0.033)	loss 0.216 (0.336)	Acc@1 75.000 (87.255)
Train: [12][470/517]	BT 0.231 (0.235)	DT 0.028 (0.033)	loss 0.122 (0.334)	Acc@1 100.000 (87.314)
Train: [12][480/517]	BT 0.232 (0.235)	DT 0.030 (0.032)	loss 0.212 (0.334)	Acc@1 87.500 (87.318)
Train: [12][490/517]	BT 0.232 (0.235)	DT 0.029 (0.032)	loss 0.026 (0.332)	Acc@1 100.000 (87.423)
Train: [12][500/517]	BT 0.231 (0.235)	DT 0.029 (0.032)	loss 0.137 (0.330)	Acc@1 100.000 (87.500)
Train: [12][510/517]	BT 0.229 (0.235)	DT 0.028 (0.032)	loss 0.238 (0.333)	Acc@1 100.000 (87.451)
Train epoch 12, total time 121.69, accuracy:87.38
 * S_p: 62.57, S_e: 42.99, Score: 52.78 (Best S_p: 71.50, S_e: 45.79, Score: 58.65)
 * Acc@1 54.21
Train: [13][10/517]	BT 0.231 (0.394)	DT 0.029 (0.192)	loss 0.791 (0.334)	Acc@1 75.000 (85.000)
Train: [13][20/517]	BT 0.230 (0.312)	DT 0.028 (0.110)	loss 0.267 (0.350)	Acc@1 75.000 (84.375)
Train: [13][30/517]	BT 0.230 (0.285)	DT 0.028 (0.083)	loss 0.240 (0.308)	Acc@1 100.000 (86.667)
Train: [13][40/517]	BT 0.229 (0.271)	DT 0.028 (0.069)	loss 0.356 (0.285)	Acc@1 87.500 (88.750)
Train: [13][50/517]	BT 0.229 (0.263)	DT 0.028 (0.061)	loss 0.858 (0.292)	Acc@1 87.500 (88.750)
Train: [13][60/517]	BT 0.229 (0.258)	DT 0.028 (0.056)	loss 0.883 (0.286)	Acc@1 87.500 (89.375)
Train: [13][70/517]	BT 0.231 (0.254)	DT 0.030 (0.052)	loss 0.035 (0.287)	Acc@1 100.000 (89.464)
Train: [13][80/517]	BT 0.231 (0.251)	DT 0.029 (0.049)	loss 0.291 (0.277)	Acc@1 87.500 (89.844)
Train: [13][90/517]	BT 0.231 (0.248)	DT 0.028 (0.047)	loss 0.257 (0.289)	Acc@1 87.500 (89.167)
Train: [13][100/517]	BT 0.231 (0.247)	DT 0.029 (0.045)	loss 0.120 (0.285)	Acc@1 87.500 (89.000)
Train: [13][110/517]	BT 0.231 (0.245)	DT 0.028 (0.043)	loss 0.244 (0.288)	Acc@1 100.000 (88.864)
Train: [13][120/517]	BT 0.230 (0.244)	DT 0.028 (0.042)	loss 0.122 (0.308)	Acc@1 87.500 (88.438)
Train: [13][130/517]	BT 0.230 (0.243)	DT 0.028 (0.041)	loss 0.213 (0.314)	Acc@1 87.500 (87.788)
Train: [13][140/517]	BT 0.231 (0.242)	DT 0.030 (0.040)	loss 0.077 (0.312)	Acc@1 100.000 (88.036)
Train: [13][150/517]	BT 0.231 (0.241)	DT 0.029 (0.039)	loss 0.199 (0.313)	Acc@1 100.000 (87.917)
Train: [13][160/517]	BT 0.234 (0.241)	DT 0.029 (0.039)	loss 0.031 (0.312)	Acc@1 100.000 (88.125)
Train: [13][170/517]	BT 0.235 (0.240)	DT 0.029 (0.038)	loss 0.207 (0.309)	Acc@1 87.500 (88.015)
Train: [13][180/517]	BT 0.233 (0.240)	DT 0.029 (0.038)	loss 0.081 (0.300)	Acc@1 100.000 (88.194)
Train: [13][190/517]	BT 0.233 (0.240)	DT 0.030 (0.037)	loss 0.070 (0.297)	Acc@1 100.000 (88.421)
Train: [13][200/517]	BT 0.232 (0.239)	DT 0.029 (0.037)	loss 0.262 (0.295)	Acc@1 100.000 (88.438)
Train: [13][210/517]	BT 0.234 (0.239)	DT 0.030 (0.036)	loss 0.299 (0.300)	Acc@1 100.000 (88.452)
Train: [13][220/517]	BT 0.232 (0.239)	DT 0.029 (0.036)	loss 0.155 (0.295)	Acc@1 87.500 (88.750)
Train: [13][230/517]	BT 0.231 (0.238)	DT 0.028 (0.036)	loss 0.262 (0.296)	Acc@1 75.000 (88.533)
Train: [13][240/517]	BT 0.232 (0.238)	DT 0.029 (0.036)	loss 0.492 (0.306)	Acc@1 75.000 (88.438)
Train: [13][250/517]	BT 0.233 (0.238)	DT 0.029 (0.035)	loss 0.031 (0.312)	Acc@1 100.000 (88.250)
Train: [13][260/517]	BT 0.231 (0.238)	DT 0.028 (0.035)	loss 0.667 (0.319)	Acc@1 75.000 (88.029)
Train: [13][270/517]	BT 0.233 (0.237)	DT 0.029 (0.035)	loss 0.200 (0.317)	Acc@1 87.500 (88.009)
Train: [13][280/517]	BT 0.232 (0.238)	DT 0.029 (0.035)	loss 0.377 (0.316)	Acc@1 87.500 (88.036)
Train: [13][290/517]	BT 0.233 (0.238)	DT 0.028 (0.035)	loss 0.339 (0.313)	Acc@1 87.500 (87.974)
Train: [13][300/517]	BT 0.235 (0.237)	DT 0.031 (0.035)	loss 0.105 (0.311)	Acc@1 100.000 (88.125)
Train: [13][310/517]	BT 0.233 (0.237)	DT 0.029 (0.035)	loss 0.342 (0.309)	Acc@1 75.000 (88.145)
Train: [13][320/517]	BT 0.232 (0.237)	DT 0.030 (0.034)	loss 0.416 (0.310)	Acc@1 75.000 (88.203)
Train: [13][330/517]	BT 0.231 (0.237)	DT 0.029 (0.034)	loss 0.133 (0.309)	Acc@1 87.500 (88.258)
Train: [13][340/517]	BT 0.231 (0.237)	DT 0.029 (0.034)	loss 0.139 (0.307)	Acc@1 100.000 (88.456)
Train: [13][350/517]	BT 0.231 (0.237)	DT 0.028 (0.034)	loss 0.302 (0.307)	Acc@1 75.000 (88.429)
Train: [13][360/517]	BT 0.232 (0.236)	DT 0.028 (0.034)	loss 0.141 (0.304)	Acc@1 87.500 (88.507)
Train: [13][370/517]	BT 0.235 (0.236)	DT 0.032 (0.034)	loss 1.574 (0.305)	Acc@1 75.000 (88.581)
Train: [13][380/517]	BT 0.231 (0.236)	DT 0.029 (0.033)	loss 0.192 (0.300)	Acc@1 87.500 (88.684)
Train: [13][390/517]	BT 0.232 (0.236)	DT 0.028 (0.033)	loss 0.005 (0.297)	Acc@1 100.000 (88.814)
Train: [13][400/517]	BT 0.233 (0.236)	DT 0.029 (0.033)	loss 0.192 (0.302)	Acc@1 75.000 (88.750)
Train: [13][410/517]	BT 0.230 (0.236)	DT 0.028 (0.033)	loss 0.082 (0.300)	Acc@1 87.500 (88.720)
Train: [13][420/517]	BT 0.231 (0.236)	DT 0.028 (0.033)	loss 0.205 (0.298)	Acc@1 87.500 (88.839)
Train: [13][430/517]	BT 0.231 (0.236)	DT 0.029 (0.033)	loss 0.443 (0.298)	Acc@1 87.500 (88.721)
Train: [13][440/517]	BT 0.232 (0.236)	DT 0.028 (0.033)	loss 0.114 (0.295)	Acc@1 100.000 (88.750)
Train: [13][450/517]	BT 0.233 (0.236)	DT 0.029 (0.033)	loss 1.074 (0.296)	Acc@1 75.000 (88.750)
Train: [13][460/517]	BT 0.232 (0.235)	DT 0.029 (0.033)	loss 0.048 (0.293)	Acc@1 100.000 (88.886)
Train: [13][470/517]	BT 0.233 (0.235)	DT 0.031 (0.033)	loss 0.053 (0.291)	Acc@1 100.000 (88.936)
Train: [13][480/517]	BT 0.231 (0.235)	DT 0.029 (0.033)	loss 0.074 (0.290)	Acc@1 100.000 (88.984)
Train: [13][490/517]	BT 0.233 (0.235)	DT 0.030 (0.032)	loss 0.169 (0.292)	Acc@1 87.500 (88.954)
Train: [13][500/517]	BT 0.232 (0.235)	DT 0.028 (0.032)	loss 0.662 (0.293)	Acc@1 75.000 (88.950)
Train: [13][510/517]	BT 0.231 (0.235)	DT 0.028 (0.032)	loss 0.120 (0.294)	Acc@1 100.000 (88.848)
Train epoch 13, total time 121.80, accuracy:88.83
 * S_p: 66.43, S_e: 46.05, Score: 56.24 (Best S_p: 71.50, S_e: 45.79, Score: 58.65)
 * Acc@1 57.73
Train: [14][10/517]	BT 0.230 (0.394)	DT 0.028 (0.191)	loss 0.043 (0.176)	Acc@1 100.000 (96.250)
Train: [14][20/517]	BT 0.231 (0.312)	DT 0.028 (0.110)	loss 0.222 (0.235)	Acc@1 87.500 (93.125)
Train: [14][30/517]	BT 0.232 (0.285)	DT 0.029 (0.083)	loss 0.650 (0.260)	Acc@1 75.000 (90.833)
Train: [14][40/517]	BT 0.231 (0.272)	DT 0.029 (0.070)	loss 0.026 (0.254)	Acc@1 100.000 (90.312)
Train: [14][50/517]	BT 0.230 (0.264)	DT 0.028 (0.061)	loss 0.185 (0.248)	Acc@1 100.000 (90.500)
Train: [14][60/517]	BT 0.231 (0.258)	DT 0.030 (0.056)	loss 0.036 (0.242)	Acc@1 100.000 (91.042)
Train: [14][70/517]	BT 0.233 (0.255)	DT 0.029 (0.052)	loss 0.018 (0.236)	Acc@1 100.000 (90.714)
Train: [14][80/517]	BT 0.232 (0.252)	DT 0.029 (0.049)	loss 0.115 (0.246)	Acc@1 87.500 (90.469)
Train: [14][90/517]	BT 0.231 (0.250)	DT 0.029 (0.047)	loss 0.402 (0.258)	Acc@1 87.500 (89.583)
Train: [14][100/517]	BT 0.233 (0.248)	DT 0.030 (0.045)	loss 0.378 (0.254)	Acc@1 75.000 (89.250)
Train: [14][110/517]	BT 0.231 (0.246)	DT 0.029 (0.044)	loss 0.094 (0.265)	Acc@1 100.000 (89.205)
Train: [14][120/517]	BT 0.232 (0.245)	DT 0.029 (0.043)	loss 0.354 (0.255)	Acc@1 87.500 (89.583)
Train: [14][130/517]	BT 0.229 (0.244)	DT 0.028 (0.042)	loss 0.324 (0.261)	Acc@1 75.000 (89.231)
Train: [14][140/517]	BT 0.232 (0.243)	DT 0.028 (0.041)	loss 0.930 (0.263)	Acc@1 87.500 (89.375)
Train: [14][150/517]	BT 0.231 (0.242)	DT 0.028 (0.040)	loss 0.400 (0.266)	Acc@1 75.000 (89.417)
Train: [14][160/517]	BT 0.230 (0.241)	DT 0.028 (0.039)	loss 0.333 (0.266)	Acc@1 87.500 (89.375)
Train: [14][170/517]	BT 0.231 (0.241)	DT 0.028 (0.038)	loss 0.290 (0.265)	Acc@1 75.000 (89.412)
Train: [14][180/517]	BT 0.229 (0.240)	DT 0.028 (0.038)	loss 0.568 (0.259)	Acc@1 87.500 (89.514)
Train: [14][190/517]	BT 0.230 (0.240)	DT 0.028 (0.037)	loss 0.248 (0.258)	Acc@1 87.500 (89.671)
Train: [14][200/517]	BT 0.230 (0.239)	DT 0.028 (0.037)	loss 0.198 (0.253)	Acc@1 87.500 (89.938)
Train: [14][210/517]	BT 0.230 (0.239)	DT 0.028 (0.037)	loss 0.324 (0.254)	Acc@1 100.000 (90.060)
Train: [14][220/517]	BT 0.236 (0.239)	DT 0.031 (0.036)	loss 0.262 (0.253)	Acc@1 87.500 (90.000)
Train: [14][230/517]	BT 0.256 (0.239)	DT 0.032 (0.036)	loss 0.142 (0.256)	Acc@1 100.000 (89.620)
Train: [14][240/517]	BT 0.230 (0.239)	DT 0.028 (0.036)	loss 0.127 (0.258)	Acc@1 87.500 (89.375)
Train: [14][250/517]	BT 0.230 (0.239)	DT 0.028 (0.036)	loss 0.053 (0.258)	Acc@1 100.000 (89.350)
Train: [14][260/517]	BT 0.237 (0.239)	DT 0.034 (0.036)	loss 0.103 (0.258)	Acc@1 87.500 (89.375)
Train: [14][270/517]	BT 0.238 (0.239)	DT 0.031 (0.036)	loss 0.115 (0.259)	Acc@1 87.500 (89.259)
Train: [14][280/517]	BT 0.230 (0.239)	DT 0.028 (0.036)	loss 0.324 (0.263)	Acc@1 87.500 (89.330)
Train: [14][290/517]	BT 0.248 (0.239)	DT 0.038 (0.035)	loss 0.118 (0.265)	Acc@1 100.000 (89.224)
Train: [14][300/517]	BT 0.229 (0.238)	DT 0.028 (0.035)	loss 0.168 (0.263)	Acc@1 100.000 (89.292)
Train: [14][310/517]	BT 0.244 (0.238)	DT 0.038 (0.035)	loss 0.187 (0.262)	Acc@1 87.500 (89.274)
Train: [14][320/517]	BT 0.230 (0.238)	DT 0.029 (0.035)	loss 0.119 (0.258)	Acc@1 87.500 (89.492)
Train: [14][330/517]	BT 0.239 (0.238)	DT 0.032 (0.035)	loss 0.182 (0.256)	Acc@1 87.500 (89.508)
Train: [14][340/517]	BT 0.242 (0.239)	DT 0.038 (0.035)	loss 0.069 (0.255)	Acc@1 100.000 (89.485)
Train: [14][350/517]	BT 0.233 (0.239)	DT 0.030 (0.035)	loss 0.120 (0.252)	Acc@1 100.000 (89.571)
Train: [14][360/517]	BT 0.235 (0.239)	DT 0.033 (0.035)	loss 0.072 (0.255)	Acc@1 100.000 (89.514)
Train: [14][370/517]	BT 0.261 (0.239)	DT 0.042 (0.035)	loss 0.075 (0.255)	Acc@1 100.000 (89.459)
Train: [14][380/517]	BT 0.235 (0.239)	DT 0.031 (0.035)	loss 0.071 (0.253)	Acc@1 100.000 (89.638)
Train: [14][390/517]	BT 0.231 (0.239)	DT 0.028 (0.035)	loss 0.275 (0.252)	Acc@1 75.000 (89.615)
Train: [14][400/517]	BT 0.231 (0.238)	DT 0.029 (0.035)	loss 0.017 (0.250)	Acc@1 100.000 (89.625)
Train: [14][410/517]	BT 0.232 (0.238)	DT 0.029 (0.035)	loss 0.040 (0.254)	Acc@1 100.000 (89.604)
Train: [14][420/517]	BT 0.231 (0.238)	DT 0.029 (0.034)	loss 0.110 (0.258)	Acc@1 87.500 (89.494)
Train: [14][430/517]	BT 0.231 (0.238)	DT 0.029 (0.034)	loss 0.071 (0.259)	Acc@1 100.000 (89.448)
Train: [14][440/517]	BT 0.231 (0.238)	DT 0.030 (0.034)	loss 0.044 (0.259)	Acc@1 100.000 (89.460)
Train: [14][450/517]	BT 0.231 (0.238)	DT 0.029 (0.034)	loss 0.197 (0.259)	Acc@1 100.000 (89.444)
Train: [14][460/517]	BT 0.231 (0.237)	DT 0.028 (0.034)	loss 0.030 (0.258)	Acc@1 100.000 (89.511)
Train: [14][470/517]	BT 0.231 (0.237)	DT 0.030 (0.034)	loss 0.274 (0.262)	Acc@1 100.000 (89.441)
Train: [14][480/517]	BT 0.232 (0.237)	DT 0.029 (0.034)	loss 0.295 (0.262)	Acc@1 87.500 (89.453)
Train: [14][490/517]	BT 0.231 (0.237)	DT 0.029 (0.034)	loss 0.339 (0.263)	Acc@1 75.000 (89.439)
Train: [14][500/517]	BT 0.231 (0.237)	DT 0.028 (0.034)	loss 0.636 (0.264)	Acc@1 75.000 (89.350)
Train: [14][510/517]	BT 0.230 (0.237)	DT 0.028 (0.033)	loss 0.039 (0.267)	Acc@1 100.000 (89.314)
Train epoch 14, total time 122.72, accuracy:89.31
 * S_p: 65.74, S_e: 46.05, Score: 55.89 (Best S_p: 71.50, S_e: 45.79, Score: 58.65)
 * Acc@1 57.33
Train: [15][10/517]	BT 0.232 (0.396)	DT 0.029 (0.193)	loss 0.580 (0.407)	Acc@1 75.000 (85.000)
Train: [15][20/517]	BT 0.230 (0.313)	DT 0.029 (0.111)	loss 0.231 (0.342)	Acc@1 87.500 (87.500)
Train: [15][30/517]	BT 0.231 (0.286)	DT 0.028 (0.083)	loss 0.291 (0.304)	Acc@1 100.000 (89.583)
Train: [15][40/517]	BT 0.230 (0.272)	DT 0.028 (0.070)	loss 0.612 (0.299)	Acc@1 75.000 (89.375)
Train: [15][50/517]	BT 0.232 (0.264)	DT 0.030 (0.061)	loss 0.245 (0.274)	Acc@1 87.500 (89.750)
Train: [15][60/517]	BT 0.231 (0.258)	DT 0.029 (0.056)	loss 0.094 (0.258)	Acc@1 100.000 (90.625)
Train: [15][70/517]	BT 0.232 (0.254)	DT 0.029 (0.052)	loss 1.107 (0.270)	Acc@1 75.000 (90.000)
Train: [15][80/517]	BT 0.230 (0.251)	DT 0.028 (0.049)	loss 0.092 (0.260)	Acc@1 100.000 (90.781)
Train: [15][90/517]	BT 0.232 (0.249)	DT 0.030 (0.047)	loss 0.112 (0.253)	Acc@1 100.000 (90.694)
Train: [15][100/517]	BT 0.234 (0.247)	DT 0.028 (0.045)	loss 0.466 (0.245)	Acc@1 87.500 (90.750)
Train: [15][110/517]	BT 0.230 (0.246)	DT 0.028 (0.043)	loss 0.483 (0.245)	Acc@1 75.000 (90.568)
Train: [15][120/517]	BT 0.230 (0.244)	DT 0.028 (0.042)	loss 0.339 (0.270)	Acc@1 100.000 (90.104)
Train: [15][130/517]	BT 0.234 (0.243)	DT 0.031 (0.041)	loss 0.127 (0.273)	Acc@1 87.500 (90.000)
Train: [15][140/517]	BT 0.230 (0.242)	DT 0.028 (0.040)	loss 0.053 (0.274)	Acc@1 100.000 (89.643)
Train: [15][150/517]	BT 0.229 (0.242)	DT 0.028 (0.039)	loss 0.406 (0.281)	Acc@1 75.000 (89.167)
Train: [15][160/517]	BT 0.230 (0.241)	DT 0.028 (0.039)	loss 0.049 (0.278)	Acc@1 100.000 (89.453)
Train: [15][170/517]	BT 0.230 (0.240)	DT 0.028 (0.038)	loss 0.080 (0.274)	Acc@1 100.000 (89.559)
Train: [15][180/517]	BT 0.230 (0.240)	DT 0.028 (0.038)	loss 0.177 (0.272)	Acc@1 87.500 (89.028)
Train: [15][190/517]	BT 0.231 (0.239)	DT 0.029 (0.037)	loss 0.069 (0.265)	Acc@1 100.000 (89.211)
Train: [15][200/517]	BT 0.230 (0.239)	DT 0.028 (0.037)	loss 0.242 (0.261)	Acc@1 75.000 (89.375)
Train: [15][210/517]	BT 0.230 (0.239)	DT 0.028 (0.036)	loss 0.178 (0.257)	Acc@1 100.000 (89.405)
Train: [15][220/517]	BT 0.233 (0.238)	DT 0.031 (0.036)	loss 0.045 (0.252)	Acc@1 100.000 (89.659)
Train: [15][230/517]	BT 0.230 (0.238)	DT 0.028 (0.036)	loss 1.795 (0.261)	Acc@1 87.500 (89.674)
Train: [15][240/517]	BT 0.229 (0.238)	DT 0.028 (0.035)	loss 0.075 (0.257)	Acc@1 100.000 (89.740)
