********************
Train and test 60-40% split with test_fold official
File number in train dataset: 539
********************
Extracting individual breathing cycles..
[Preprocessed train dataset information]
total number of audio data: 4142
Class 0 (normal) : 2063 (49.8%)
Class 1 (crackle): 1215 (29.3%)
Class 2 (wheeze) : 501  (12.1%)
Class 3 (both)   : 363  (8.8%)
********************
Train and test 60-40% split with test_fold official
File number in test dataset: 381
********************
Extracting individual breathing cycles..
[Preprocessed test dataset information]
total number of audio data: 2756
Class 0 (normal) : 1579 (57.3%)
Class 1 (crackle): 649  (23.5%)
Class 2 (wheeze) : 385  (14.0%)
Class 3 (both)   : 143  (5.2%)

 Loaded SSAST-Custom-230915.pth successfully.
now load a SSL pretrained models from Custom
pretraining patch split stride: frequency=16, time=16
pretraining patch shape: frequency=16, time=16
pretraining patch array dimension: frequency=8, time=64
pretraining number of patches=512
fine-tuning patch split stride: frequncey=10, time=10
fine-tuning number of patches=948
********************
Training for 50 epochs on icbhi dataset
Train: [1][10/517]	BT 0.228 (3.361)	DT 0.029 (0.166)	loss 1.344 (1.383)	Acc@1 37.500 (51.250)
Train: [10][190/517]	BT 0.231 (0.237)	DT 0.028 (0.033)	loss 1.708 (0.851)	Acc@1 75.000 (65.329)
Train: [10][200/517]	BT 0.233 (0.236)	DT 0.030 (0.033)	loss 0.663 (0.850)	Acc@1 75.000 (65.188)
Train: [10][210/517]	BT 0.239 (0.236)	DT 0.033 (0.033)	loss 1.424 (0.850)	Acc@1 37.500 (64.940)
Train: [10][220/517]	BT 0.232 (0.236)	DT 0.028 (0.032)	loss 1.070 (0.853)	Acc@1 75.000 (64.830)
Train: [10][230/517]	BT 0.232 (0.236)	DT 0.028 (0.032)	loss 0.722 (0.855)	Acc@1 87.500 (65.109)
Train: [10][240/517]	BT 0.232 (0.236)	DT 0.028 (0.032)	loss 1.027 (0.858)	Acc@1 37.500 (64.688)
Train: [10][250/517]	BT 0.232 (0.236)	DT 0.028 (0.032)	loss 1.064 (0.853)	Acc@1 75.000 (64.950)
Train: [10][260/517]	BT 0.231 (0.235)	DT 0.028 (0.032)	loss 0.703 (0.859)	Acc@1 75.000 (64.808)
Train: [10][270/517]	BT 0.231 (0.235)	DT 0.028 (0.032)	loss 0.622 (0.860)	Acc@1 87.500 (64.815)
Train: [10][280/517]	BT 0.233 (0.235)	DT 0.030 (0.032)	loss 0.560 (0.856)	Acc@1 75.000 (65.000)
Train: [10][290/517]	BT 0.233 (0.235)	DT 0.028 (0.032)	loss 1.295 (0.860)	Acc@1 50.000 (64.914)
Train: [10][300/517]	BT 0.233 (0.235)	DT 0.029 (0.031)	loss 1.057 (0.863)	Acc@1 50.000 (64.750)
Train: [10][310/517]	BT 0.357 (0.235)	DT 0.152 (0.032)	loss 1.730 (0.868)	Acc@1 50.000 (64.637)
Train: [10][320/517]	BT 0.232 (0.235)	DT 0.028 (0.032)	loss 1.234 (0.870)	Acc@1 62.500 (64.805)
Train: [10][330/517]	BT 0.232 (0.235)	DT 0.029 (0.032)	loss 1.100 (0.874)	Acc@1 37.500 (64.735)
Train: [10][340/517]	BT 0.232 (0.235)	DT 0.028 (0.031)	loss 1.328 (0.874)	Acc@1 62.500 (64.743)
Train: [10][350/517]	BT 0.232 (0.235)	DT 0.029 (0.031)	loss 1.166 (0.881)	Acc@1 62.500 (64.393)
Train: [10][360/517]	BT 0.232 (0.235)	DT 0.028 (0.031)	loss 0.754 (0.880)	Acc@1 62.500 (64.201)
Train: [10][370/517]	BT 0.232 (0.235)	DT 0.028 (0.031)	loss 0.542 (0.877)	Acc@1 75.000 (64.155)
Train: [10][380/517]	BT 0.232 (0.235)	DT 0.028 (0.031)	loss 0.729 (0.874)	Acc@1 50.000 (64.112)
Train: [10][390/517]	BT 0.232 (0.235)	DT 0.028 (0.031)	loss 0.568 (0.870)	Acc@1 75.000 (64.135)
Train: [10][400/517]	BT 0.232 (0.235)	DT 0.028 (0.031)	loss 0.730 (0.868)	Acc@1 87.500 (64.312)
Train: [10][410/517]	BT 0.232 (0.235)	DT 0.028 (0.031)	loss 0.446 (0.870)	Acc@1 87.500 (64.421)
Train: [10][420/517]	BT 0.234 (0.234)	DT 0.029 (0.031)	loss 0.919 (0.867)	Acc@1 75.000 (64.464)
Train: [10][430/517]	BT 0.232 (0.234)	DT 0.028 (0.031)	loss 2.228 (0.869)	Acc@1 50.000 (64.360)
Train: [10][440/517]	BT 0.230 (0.234)	DT 0.027 (0.031)	loss 1.651 (0.869)	Acc@1 37.500 (64.318)
Train: [10][450/517]	BT 0.231 (0.234)	DT 0.028 (0.031)	loss 1.319 (0.870)	Acc@1 50.000 (64.250)
Train: [10][460/517]	BT 0.230 (0.234)	DT 0.027 (0.031)	loss 0.663 (0.869)	Acc@1 62.500 (64.185)
Train: [10][470/517]	BT 0.232 (0.234)	DT 0.028 (0.031)	loss 0.750 (0.869)	Acc@1 75.000 (64.043)
Train: [10][480/517]	BT 0.235 (0.234)	DT 0.031 (0.031)	loss 0.822 (0.865)	Acc@1 62.500 (64.271)
Train: [10][490/517]	BT 0.232 (0.234)	DT 0.028 (0.031)	loss 1.126 (0.865)	Acc@1 50.000 (64.260)
Train: [10][500/517]	BT 0.231 (0.234)	DT 0.028 (0.030)	loss 1.196 (0.868)	Acc@1 62.500 (64.225)
Train: [10][510/517]	BT 0.231 (0.234)	DT 0.028 (0.030)	loss 1.292 (0.866)	Acc@1 50.000 (64.289)
Train epoch 10, total time 121.19, accuracy:64.29
 * S_p: 40.22, S_e: 40.36, Score: 40.29 (Best S_p: 38.38, S_e: 45.11, Score: 41.75)
 * Acc@1 40.28
Train: [11][10/517]	BT 0.233 (0.317)	DT 0.029 (0.112)	loss 0.533 (0.786)	Acc@1 87.500 (73.750)
Train: [11][20/517]	BT 0.232 (0.274)	DT 0.028 (0.070)	loss 0.982 (0.737)	Acc@1 62.500 (73.125)
Train: [11][30/517]	BT 0.233 (0.260)	DT 0.029 (0.056)	loss 0.329 (0.794)	Acc@1 87.500 (70.000)
Train: [11][40/517]	BT 0.232 (0.253)	DT 0.028 (0.049)	loss 0.622 (0.766)	Acc@1 50.000 (68.438)
Train: [11][50/517]	BT 0.231 (0.249)	DT 0.029 (0.045)	loss 0.392 (0.789)	Acc@1 62.500 (68.500)
Train: [11][60/517]	BT 0.231 (0.246)	DT 0.028 (0.042)	loss 0.778 (0.797)	Acc@1 50.000 (67.083)
Train: [11][70/517]	BT 0.230 (0.244)	DT 0.028 (0.040)	loss 0.979 (0.808)	Acc@1 50.000 (66.786)
Train: [11][80/517]	BT 0.232 (0.242)	DT 0.029 (0.039)	loss 1.018 (0.816)	Acc@1 62.500 (66.406)
Train: [11][90/517]	BT 0.231 (0.241)	DT 0.028 (0.038)	loss 0.585 (0.823)	Acc@1 87.500 (66.806)
Train: [11][100/517]	BT 0.231 (0.240)	DT 0.028 (0.037)	loss 0.909 (0.818)	Acc@1 87.500 (67.375)
Train: [11][110/517]	BT 0.232 (0.240)	DT 0.028 (0.036)	loss 0.676 (0.832)	Acc@1 75.000 (67.500)
Train: [11][120/517]	BT 0.232 (0.239)	DT 0.028 (0.035)	loss 0.571 (0.830)	Acc@1 62.500 (67.500)
Train: [11][130/517]	BT 0.232 (0.238)	DT 0.029 (0.035)	loss 1.320 (0.832)	Acc@1 62.500 (67.115)
Train: [11][140/517]	BT 0.232 (0.238)	DT 0.028 (0.034)	loss 0.870 (0.830)	Acc@1 62.500 (67.232)
Train: [11][150/517]	BT 0.231 (0.237)	DT 0.028 (0.034)	loss 0.482 (0.841)	Acc@1 75.000 (66.583)
Train: [11][160/517]	BT 0.233 (0.237)	DT 0.029 (0.034)	loss 0.612 (0.849)	Acc@1 75.000 (65.859)
Train: [11][170/517]	BT 0.231 (0.237)	DT 0.028 (0.033)	loss 0.344 (0.857)	Acc@1 87.500 (65.221)
Train: [11][180/517]	BT 0.235 (0.237)	DT 0.032 (0.033)	loss 0.545 (0.856)	Acc@1 62.500 (65.556)
Train: [11][190/517]	BT 0.232 (0.236)	DT 0.029 (0.033)	loss 0.859 (0.844)	Acc@1 62.500 (65.987)
Train: [11][200/517]	BT 0.233 (0.236)	DT 0.030 (0.033)	loss 1.097 (0.843)	Acc@1 75.000 (65.938)
Train: [11][210/517]	BT 0.232 (0.236)	DT 0.028 (0.032)	loss 1.041 (0.836)	Acc@1 25.000 (65.952)
Train: [11][220/517]	BT 0.230 (0.236)	DT 0.028 (0.032)	loss 0.754 (0.830)	Acc@1 62.500 (66.136)
Train: [11][230/517]	BT 0.232 (0.236)	DT 0.029 (0.032)	loss 0.885 (0.832)	Acc@1 50.000 (66.033)
Train: [11][240/517]	BT 0.233 (0.235)	DT 0.029 (0.032)	loss 1.367 (0.835)	Acc@1 62.500 (66.250)
Train: [11][250/517]	BT 0.231 (0.235)	DT 0.028 (0.032)	loss 0.713 (0.832)	Acc@1 87.500 (66.400)
Train: [11][260/517]	BT 0.231 (0.235)	DT 0.029 (0.032)	loss 1.018 (0.837)	Acc@1 25.000 (65.721)
Train: [11][270/517]	BT 0.230 (0.235)	DT 0.028 (0.032)	loss 0.438 (0.834)	Acc@1 87.500 (65.880)
Train: [11][280/517]	BT 0.231 (0.235)	DT 0.028 (0.031)	loss 0.936 (0.839)	Acc@1 50.000 (65.982)
Train: [11][290/517]	BT 0.232 (0.235)	DT 0.029 (0.031)	loss 0.705 (0.833)	Acc@1 25.000 (66.078)
Train: [11][300/517]	BT 0.231 (0.235)	DT 0.028 (0.031)	loss 1.151 (0.835)	Acc@1 62.500 (66.042)
Train: [11][310/517]	BT 0.231 (0.234)	DT 0.028 (0.031)	loss 0.891 (0.830)	Acc@1 75.000 (66.371)
Train: [11][320/517]	BT 0.230 (0.234)	DT 0.028 (0.031)	loss 1.312 (0.834)	Acc@1 62.500 (66.445)
Train: [11][330/517]	BT 0.231 (0.234)	DT 0.028 (0.031)	loss 0.231 (0.834)	Acc@1 100.000 (66.553)
Train: [11][340/517]	BT 0.231 (0.234)	DT 0.028 (0.031)	loss 0.986 (0.839)	Acc@1 75.000 (66.250)
Train: [11][350/517]	BT 0.231 (0.234)	DT 0.028 (0.031)	loss 0.982 (0.840)	Acc@1 62.500 (66.143)
Train: [11][360/517]	BT 0.230 (0.234)	DT 0.028 (0.031)	loss 0.845 (0.839)	Acc@1 75.000 (66.354)
Train: [11][370/517]	BT 0.230 (0.234)	DT 0.028 (0.031)	loss 0.441 (0.836)	Acc@1 87.500 (66.486)
Train: [11][380/517]	BT 0.231 (0.234)	DT 0.028 (0.031)	loss 1.085 (0.839)	Acc@1 75.000 (66.447)
Train: [11][390/517]	BT 0.231 (0.234)	DT 0.028 (0.031)	loss 1.503 (0.843)	Acc@1 62.500 (66.378)
Train: [11][400/517]	BT 0.230 (0.234)	DT 0.028 (0.031)	loss 0.907 (0.841)	Acc@1 50.000 (66.469)
Train: [11][410/517]	BT 0.231 (0.234)	DT 0.029 (0.031)	loss 1.509 (0.842)	Acc@1 50.000 (66.311)
Train: [11][420/517]	BT 0.232 (0.234)	DT 0.028 (0.030)	loss 0.875 (0.839)	Acc@1 50.000 (66.310)
Train: [11][430/517]	BT 0.230 (0.234)	DT 0.028 (0.030)	loss 1.200 (0.839)	Acc@1 75.000 (66.221)
Train: [11][440/517]	BT 0.230 (0.233)	DT 0.028 (0.030)	loss 0.552 (0.836)	Acc@1 100.000 (66.278)
Train: [11][450/517]	BT 0.231 (0.233)	DT 0.028 (0.030)	loss 0.681 (0.841)	Acc@1 62.500 (66.250)
Train: [11][460/517]	BT 0.230 (0.233)	DT 0.028 (0.030)	loss 1.112 (0.840)	Acc@1 50.000 (66.141)
Train: [11][470/517]	BT 0.231 (0.233)	DT 0.028 (0.030)	loss 0.763 (0.840)	Acc@1 75.000 (66.223)
Train: [11][480/517]	BT 0.230 (0.233)	DT 0.028 (0.030)	loss 1.002 (0.840)	Acc@1 50.000 (66.198)
Train: [11][490/517]	BT 0.230 (0.233)	DT 0.028 (0.030)	loss 0.372 (0.842)	Acc@1 87.500 (66.071)
Train: [11][500/517]	BT 0.230 (0.233)	DT 0.028 (0.030)	loss 0.964 (0.842)	Acc@1 62.500 (66.025)
Train: [11][510/517]	BT 0.230 (0.233)	DT 0.028 (0.030)	loss 1.454 (0.842)	Acc@1 62.500 (66.029)
Train epoch 11, total time 120.69, accuracy:66.18
 * S_p: 34.33, S_e: 41.63, Score: 37.98 (Best S_p: 38.38, S_e: 45.11, Score: 41.75)
 * Acc@1 37.45
Train: [12][10/517]	BT 0.232 (0.326)	DT 0.028 (0.121)	loss 0.466 (0.969)	Acc@1 62.500 (55.000)
Train: [12][20/517]	BT 0.232 (0.278)	DT 0.028 (0.075)	loss 0.897 (1.003)	Acc@1 75.000 (57.500)
Train: [12][30/517]	BT 0.232 (0.263)	DT 0.028 (0.059)	loss 1.525 (0.924)	Acc@1 37.500 (57.083)
Train: [12][40/517]	BT 0.233 (0.256)	DT 0.028 (0.051)	loss 1.590 (0.913)	Acc@1 75.000 (59.062)
Train: [12][50/517]	BT 0.232 (0.251)	DT 0.028 (0.047)	loss 0.688 (0.873)	Acc@1 75.000 (59.750)
Train: [12][60/517]	BT 0.232 (0.248)	DT 0.028 (0.044)	loss 0.567 (0.827)	Acc@1 75.000 (61.667)
Train: [12][70/517]	BT 0.232 (0.246)	DT 0.028 (0.041)	loss 0.454 (0.808)	Acc@1 87.500 (63.393)
Train: [12][80/517]	BT 0.233 (0.244)	DT 0.028 (0.040)	loss 0.507 (0.818)	Acc@1 62.500 (62.812)
Train: [12][90/517]	BT 0.233 (0.243)	DT 0.028 (0.038)	loss 0.855 (0.813)	Acc@1 50.000 (62.778)
Train: [12][100/517]	BT 0.232 (0.242)	DT 0.028 (0.037)	loss 0.678 (0.810)	Acc@1 75.000 (62.625)
Train: [12][110/517]	BT 0.232 (0.241)	DT 0.028 (0.037)	loss 0.941 (0.815)	Acc@1 50.000 (62.386)
Train: [12][120/517]	BT 0.233 (0.240)	DT 0.028 (0.036)	loss 0.356 (0.811)	Acc@1 87.500 (63.125)
Train: [12][130/517]	BT 0.232 (0.240)	DT 0.028 (0.035)	loss 1.132 (0.829)	Acc@1 37.500 (62.308)
Train: [12][140/517]	BT 0.232 (0.239)	DT 0.027 (0.035)	loss 0.436 (0.829)	Acc@1 87.500 (62.768)
Train: [12][150/517]	BT 0.232 (0.239)	DT 0.028 (0.034)	loss 0.666 (0.831)	Acc@1 62.500 (62.667)
Train: [12][160/517]	BT 0.232 (0.238)	DT 0.029 (0.034)	loss 1.010 (0.835)	Acc@1 50.000 (62.812)
Train: [12][170/517]	BT 0.232 (0.238)	DT 0.028 (0.034)	loss 0.866 (0.826)	Acc@1 62.500 (63.162)
Train: [12][180/517]	BT 0.232 (0.238)	DT 0.028 (0.033)	loss 0.737 (0.819)	Acc@1 50.000 (63.333)
Train: [12][190/517]	BT 0.235 (0.237)	DT 0.031 (0.033)	loss 0.895 (0.807)	Acc@1 62.500 (63.618)
Train: [12][200/517]	BT 0.231 (0.237)	DT 0.027 (0.033)	loss 0.718 (0.803)	Acc@1 87.500 (64.438)
Train: [12][210/517]	BT 0.232 (0.237)	DT 0.028 (0.033)	loss 0.384 (0.814)	Acc@1 100.000 (64.583)
Train: [12][220/517]	BT 0.232 (0.237)	DT 0.027 (0.033)	loss 0.872 (0.817)	Acc@1 75.000 (64.716)
Train: [12][230/517]	BT 0.232 (0.237)	DT 0.028 (0.032)	loss 0.695 (0.810)	Acc@1 37.500 (65.000)
Train: [12][240/517]	BT 0.232 (0.236)	DT 0.028 (0.032)	loss 0.434 (0.801)	Acc@1 87.500 (65.156)
Train: [12][250/517]	BT 0.231 (0.236)	DT 0.028 (0.032)	loss 0.528 (0.806)	Acc@1 62.500 (65.150)
Train: [12][260/517]	BT 0.232 (0.236)	DT 0.028 (0.032)	loss 1.029 (0.805)	Acc@1 37.500 (65.288)
Train: [12][270/517]	BT 0.233 (0.236)	DT 0.029 (0.032)	loss 0.527 (0.800)	Acc@1 87.500 (65.370)
Train: [12][280/517]	BT 0.232 (0.236)	DT 0.028 (0.032)	loss 0.693 (0.798)	Acc@1 62.500 (65.402)
Train: [12][290/517]	BT 0.232 (0.236)	DT 0.028 (0.032)	loss 1.119 (0.797)	Acc@1 62.500 (65.302)
Train: [12][300/517]	BT 0.232 (0.236)	DT 0.028 (0.031)	loss 0.808 (0.798)	Acc@1 75.000 (65.167)
Train: [12][310/517]	BT 0.231 (0.236)	DT 0.028 (0.031)	loss 1.287 (0.801)	Acc@1 50.000 (65.121)
Train: [12][320/517]	BT 0.233 (0.235)	DT 0.029 (0.031)	loss 0.958 (0.806)	Acc@1 62.500 (65.000)
Train: [12][330/517]	BT 0.232 (0.235)	DT 0.028 (0.031)	loss 0.968 (0.810)	Acc@1 50.000 (64.432)
Train: [12][340/517]	BT 0.232 (0.235)	DT 0.028 (0.031)	loss 1.311 (0.813)	Acc@1 37.500 (64.338)
Train: [12][350/517]	BT 0.232 (0.235)	DT 0.028 (0.031)	loss 2.003 (0.813)	Acc@1 50.000 (64.429)
Train: [12][360/517]	BT 0.232 (0.235)	DT 0.029 (0.031)	loss 0.940 (0.815)	Acc@1 62.500 (64.479)
Train: [12][370/517]	BT 0.234 (0.235)	DT 0.028 (0.031)	loss 1.352 (0.817)	Acc@1 87.500 (64.662)
Train: [12][380/517]	BT 0.233 (0.235)	DT 0.029 (0.031)	loss 1.294 (0.823)	Acc@1 75.000 (64.770)
Train: [12][390/517]	BT 0.233 (0.235)	DT 0.029 (0.031)	loss 1.038 (0.822)	Acc@1 50.000 (64.583)
Train: [12][400/517]	BT 0.231 (0.235)	DT 0.028 (0.031)	loss 0.765 (0.821)	Acc@1 62.500 (64.656)
Train: [12][410/517]	BT 0.235 (0.235)	DT 0.031 (0.031)	loss 1.229 (0.820)	Acc@1 62.500 (64.665)
Train: [12][420/517]	BT 0.232 (0.235)	DT 0.028 (0.031)	loss 0.946 (0.818)	Acc@1 62.500 (64.881)
Train: [12][430/517]	BT 0.232 (0.235)	DT 0.028 (0.031)	loss 0.915 (0.817)	Acc@1 75.000 (65.174)
Train: [12][440/517]	BT 0.240 (0.235)	DT 0.036 (0.030)	loss 1.024 (0.819)	Acc@1 50.000 (65.142)
Train: [12][450/517]	BT 0.231 (0.235)	DT 0.028 (0.030)	loss 0.918 (0.819)	Acc@1 62.500 (65.278)
Train: [12][460/517]	BT 0.231 (0.235)	DT 0.028 (0.030)	loss 0.931 (0.823)	Acc@1 62.500 (65.136)
Train: [12][470/517]	BT 0.232 (0.234)	DT 0.028 (0.030)	loss 1.195 (0.826)	Acc@1 75.000 (65.293)
Train: [12][480/517]	BT 0.232 (0.234)	DT 0.028 (0.030)	loss 0.521 (0.827)	Acc@1 87.500 (65.286)
Train: [12][490/517]	BT 0.231 (0.234)	DT 0.028 (0.030)	loss 1.161 (0.827)	Acc@1 62.500 (65.383)
Train: [12][500/517]	BT 0.237 (0.234)	DT 0.033 (0.030)	loss 0.647 (0.830)	Acc@1 87.500 (65.400)
Train: [12][510/517]	BT 0.231 (0.234)	DT 0.028 (0.030)	loss 0.553 (0.829)	Acc@1 50.000 (65.392)
Train epoch 12, total time 121.32, accuracy:65.47
 * S_p: 40.98, S_e: 41.29, Score: 41.13 (Best S_p: 38.38, S_e: 45.11, Score: 41.75)
 * Acc@1 41.11
Train: [13][10/517]	BT 0.237 (0.322)	DT 0.033 (0.118)	loss 0.763 (0.808)	Acc@1 75.000 (71.250)
Train: [13][20/517]	BT 0.232 (0.277)	DT 0.028 (0.073)	loss 0.561 (0.821)	Acc@1 87.500 (69.375)
Train: [13][30/517]	BT 0.231 (0.262)	DT 0.027 (0.058)	loss 0.416 (0.860)	Acc@1 75.000 (67.083)
Train: [13][40/517]	BT 0.232 (0.255)	DT 0.028 (0.051)	loss 0.819 (0.872)	Acc@1 75.000 (66.562)
Train: [13][50/517]	BT 0.231 (0.251)	DT 0.028 (0.046)	loss 0.796 (0.873)	Acc@1 62.500 (65.500)
Train: [13][60/517]	BT 0.232 (0.248)	DT 0.028 (0.043)	loss 0.715 (0.852)	Acc@1 75.000 (66.042)
Train: [13][70/517]	BT 0.232 (0.245)	DT 0.028 (0.041)	loss 0.896 (0.826)	Acc@1 75.000 (66.250)
Train: [13][80/517]	BT 0.232 (0.244)	DT 0.028 (0.040)	loss 0.481 (0.834)	Acc@1 87.500 (65.156)
Train: [13][90/517]	BT 0.231 (0.242)	DT 0.028 (0.038)	loss 1.562 (0.844)	Acc@1 37.500 (64.444)
Train: [13][100/517]	BT 0.231 (0.241)	DT 0.028 (0.037)	loss 0.898 (0.849)	Acc@1 50.000 (64.375)
Train: [13][110/517]	BT 0.231 (0.240)	DT 0.028 (0.036)	loss 1.120 (0.846)	Acc@1 25.000 (64.091)
Train: [13][120/517]	BT 0.232 (0.240)	DT 0.028 (0.036)	loss 1.199 (0.834)	Acc@1 37.500 (64.479)
Train: [13][130/517]	BT 0.232 (0.239)	DT 0.028 (0.035)	loss 0.649 (0.844)	Acc@1 50.000 (63.942)
Train: [13][140/517]	BT 0.232 (0.239)	DT 0.028 (0.035)	loss 0.699 (0.826)	Acc@1 75.000 (64.732)
Train: [13][150/517]	BT 0.231 (0.238)	DT 0.028 (0.034)	loss 0.372 (0.807)	Acc@1 87.500 (65.500)
Train: [13][160/517]	BT 0.231 (0.238)	DT 0.027 (0.034)	loss 0.908 (0.801)	Acc@1 62.500 (65.859)
Train: [13][170/517]	BT 0.231 (0.237)	DT 0.028 (0.034)	loss 0.864 (0.802)	Acc@1 37.500 (65.809)
Train: [13][180/517]	BT 0.237 (0.237)	DT 0.034 (0.033)	loss 0.830 (0.800)	Acc@1 50.000 (66.042)
Train: [13][190/517]	BT 0.232 (0.237)	DT 0.028 (0.033)	loss 0.896 (0.801)	Acc@1 62.500 (65.724)
Train: [13][200/517]	BT 0.235 (0.237)	DT 0.029 (0.033)	loss 0.884 (0.798)	Acc@1 87.500 (65.688)
Train: [13][210/517]	BT 0.232 (0.237)	DT 0.028 (0.033)	loss 1.296 (0.796)	Acc@1 50.000 (65.595)
Train: [13][220/517]	BT 0.232 (0.236)	DT 0.028 (0.032)	loss 0.888 (0.789)	Acc@1 62.500 (65.909)
Train: [13][230/517]	BT 0.232 (0.236)	DT 0.028 (0.032)	loss 0.835 (0.781)	Acc@1 37.500 (66.087)
Train: [13][240/517]	BT 0.233 (0.236)	DT 0.029 (0.032)	loss 0.349 (0.783)	Acc@1 87.500 (65.990)
Train: [13][250/517]	BT 0.232 (0.236)	DT 0.029 (0.032)	loss 0.863 (0.780)	Acc@1 75.000 (66.050)
Train: [13][260/517]	BT 0.232 (0.236)	DT 0.028 (0.032)	loss 0.264 (0.779)	Acc@1 100.000 (65.962)
Train: [13][270/517]	BT 0.231 (0.236)	DT 0.028 (0.032)	loss 1.364 (0.787)	Acc@1 37.500 (65.602)
Train: [13][280/517]	BT 0.231 (0.235)	DT 0.028 (0.032)	loss 0.758 (0.796)	Acc@1 75.000 (65.312)
Train: [13][290/517]	BT 0.232 (0.235)	DT 0.028 (0.031)	loss 0.577 (0.797)	Acc@1 62.500 (65.733)
Train: [13][300/517]	BT 0.232 (0.235)	DT 0.028 (0.031)	loss 0.621 (0.799)	Acc@1 87.500 (65.833)
Train: [13][310/517]	BT 0.231 (0.235)	DT 0.028 (0.031)	loss 1.553 (0.799)	Acc@1 12.500 (65.726)
Train: [13][320/517]	BT 0.232 (0.235)	DT 0.028 (0.031)	loss 0.644 (0.808)	Acc@1 62.500 (65.508)
Train: [13][330/517]	BT 0.231 (0.235)	DT 0.028 (0.031)	loss 0.461 (0.813)	Acc@1 75.000 (65.303)
Train: [13][340/517]	BT 0.231 (0.235)	DT 0.028 (0.031)	loss 0.799 (0.814)	Acc@1 87.500 (65.478)
Train: [13][350/517]	BT 0.232 (0.235)	DT 0.028 (0.031)	loss 0.832 (0.819)	Acc@1 50.000 (65.393)
Train: [13][360/517]	BT 0.231 (0.235)	DT 0.028 (0.031)	loss 0.327 (0.815)	Acc@1 87.500 (65.521)
Train: [13][370/517]	BT 0.231 (0.235)	DT 0.028 (0.031)	loss 0.954 (0.816)	Acc@1 62.500 (65.473)
Train: [13][380/517]	BT 0.231 (0.234)	DT 0.028 (0.031)	loss 0.849 (0.815)	Acc@1 62.500 (65.559)
Train: [13][390/517]	BT 0.232 (0.234)	DT 0.028 (0.031)	loss 0.787 (0.814)	Acc@1 62.500 (65.641)
Train: [13][400/517]	BT 0.231 (0.234)	DT 0.028 (0.030)	loss 1.460 (0.820)	Acc@1 50.000 (65.406)
Train: [13][410/517]	BT 0.231 (0.235)	DT 0.028 (0.031)	loss 0.262 (0.820)	Acc@1 75.000 (65.427)
Train: [13][420/517]	BT 0.231 (0.234)	DT 0.028 (0.031)	loss 0.814 (0.815)	Acc@1 62.500 (65.625)
Train: [13][430/517]	BT 0.232 (0.234)	DT 0.028 (0.031)	loss 0.378 (0.815)	Acc@1 87.500 (65.640)
Train: [13][440/517]	BT 0.233 (0.234)	DT 0.029 (0.031)	loss 0.582 (0.813)	Acc@1 75.000 (65.795)
Train: [13][450/517]	BT 0.232 (0.234)	DT 0.028 (0.030)	loss 0.951 (0.815)	Acc@1 50.000 (65.778)
Train: [13][460/517]	BT 0.231 (0.234)	DT 0.028 (0.030)	loss 0.750 (0.816)	Acc@1 87.500 (65.815)
Train: [13][470/517]	BT 0.231 (0.234)	DT 0.028 (0.030)	loss 0.632 (0.815)	Acc@1 62.500 (65.851)
Train: [13][480/517]	BT 0.231 (0.234)	DT 0.028 (0.030)	loss 0.440 (0.817)	Acc@1 87.500 (65.859)
Train: [13][490/517]	BT 0.232 (0.234)	DT 0.028 (0.030)	loss 0.632 (0.817)	Acc@1 75.000 (65.765)
Train: [13][500/517]	BT 0.231 (0.234)	DT 0.028 (0.030)	loss 1.461 (0.818)	Acc@1 50.000 (65.800)
Train: [13][510/517]	BT 0.231 (0.234)	DT 0.028 (0.030)	loss 0.759 (0.819)	Acc@1 62.500 (65.760)
Train epoch 13, total time 121.16, accuracy:65.81
 * S_p: 36.99, S_e: 39.68, Score: 38.33 (Best S_p: 38.38, S_e: 45.11, Score: 41.75)
 * Acc@1 38.13
Train: [14][10/517]	BT 0.232 (0.315)	DT 0.028 (0.112)	loss 1.276 (0.762)	Acc@1 50.000 (68.750)
Train: [14][20/517]	BT 0.232 (0.274)	DT 0.028 (0.070)	loss 0.448 (0.699)	Acc@1 62.500 (68.125)
Train: [14][30/517]	BT 0.231 (0.260)	DT 0.028 (0.056)	loss 0.706 (0.693)	Acc@1 62.500 (67.917)
Train: [14][40/517]	BT 0.231 (0.253)	DT 0.028 (0.049)	loss 1.327 (0.739)	Acc@1 50.000 (68.750)
Train: [14][50/517]	BT 0.231 (0.248)	DT 0.028 (0.045)	loss 0.599 (0.756)	Acc@1 87.500 (70.000)
Train: [14][60/517]	BT 0.232 (0.246)	DT 0.028 (0.042)	loss 1.416 (0.781)	Acc@1 37.500 (67.917)
Train: [14][70/517]	BT 0.230 (0.244)	DT 0.027 (0.040)	loss 0.647 (0.787)	Acc@1 75.000 (67.500)
Train: [14][80/517]	BT 0.235 (0.242)	DT 0.032 (0.039)	loss 0.530 (0.787)	Acc@1 87.500 (67.656)
Train: [14][90/517]	BT 0.232 (0.241)	DT 0.028 (0.037)	loss 0.900 (0.809)	Acc@1 75.000 (66.806)
Train: [14][100/517]	BT 0.230 (0.240)	DT 0.027 (0.037)	loss 0.785 (0.825)	Acc@1 75.000 (65.875)
Train: [14][110/517]	BT 0.236 (0.239)	DT 0.030 (0.036)	loss 0.356 (0.817)	Acc@1 75.000 (65.909)
Train: [14][120/517]	BT 0.232 (0.239)	DT 0.029 (0.035)	loss 1.403 (0.824)	Acc@1 50.000 (65.729)
